state,district,id,name,votes %,money %,poll %
CA,46,H4CA46129,"Nick, Adam",40.3,0.9249691044698233,36.0
PA,10,H0PA10078,"Marino, Tom",62.58,61.11819334314614,60.0
FL,10,H4FL09091,"McKenna, Michael",38.45,1.9721367532064928,39.0
PA,05,H8PA05071,"Thompson, Glenn GT",63.6,86.32968603674315,58.0
CT,03,H4CT03082,"Brown, James E.",33.08,1.9562501094546758,33.0
MD,06,H2MD06195,"Delaney, John K.",49.7,41.03069277584884,58.0
NC,12,H4NC12100,"Adams, Alma",150.78,58.04779292032354,70.0
KY,05,H0KY05015,"Rogers, Harold ""Hal"" ",78.25,99.13156497116337,56.0
MI,12,H4MI12061,"Bowman, Terry",31.32,4.473265692591378,27.0
CA,13,H8CA09060,"Lee, Barbara",88.48,99.67330886761263,86.0
MD,05,H2MD05155,"Hoyer, Steny H. ",64.03,99.02699641146809,65.0
AR,03,H0AR03055,"Womack, Steve",79.41,100.0,61.0
GA,07,H4GA04124,"Wight, Thomas Dee",34.61,4.091023442481696,37.0
FL,19,H4FL19058,"Freeman, April",32.74,22.568979580181644,36.0
AL,05,H0AL05163,"Brooks, Mo",74.42,93.5347125503725,68.0
TX,19,H4TX19102,"Neugebauer, Randy",77.18,93.19541920676443,71.0
KY,03,H4KY03210,"Macfarlane, Michael",35.57,36.52540315450059,32.0
TX,32,H2TX03126,"Sessions, Pete",61.82,99.75049572254753,59.0
NC,03,H8NC03043,"Adame, Marshall",32.19,5.667998308906254,37.0
GA,05,H6GA05217,"Lewis, John R.",100.0,100.0,92.0
CA,49,H4CA49099,"Peiser, Dave",39.83,3.989376685474983,41.0
OR,05,H8OR05107,"Schrader, Kurt",53.7,92.83297558157895,47.0
CA,01,H2CA02142,"La Malfa, Doug",61.03,60.05751027273862,59.0
OH,10,H2OH03067,"Turner, Mike",65.18,100.0,63.0
WV,02,H4WV02080,"Mooney, Alex X.",47.08,51.62175870166414,45.0
PA,17,H2PA17079,"Cartwright, Matt",56.76,95.1976607021163,51.0
TN,03,H2TN03144,"Headrick, Mary M.",34.58,12.37308886542028,27.0
WA,01,H0WA08046,"DelBene, Suzan",55.04,68.5475662044253,54.0
VT,00,H2VT00110,"Donka, Mark",31.03,2.8289391029667788,25.0
FL,21,H0FL19080,"Deutch, Ted",99.63,100.00000000000001,46.0
NY,04,H4NY04075,"Rice, Kathleen M.",52.79,81.00869166923253,58.0
TX,13,H4TX13014,"Thornberry, Mac",84.32,100.0,66.0
UT,03,H8UT03089,"Chaffetz, Jason",72.21,99.63187399390397,75.0
IN,04,H4IN04172,"Dale, John ",33.13,4.62078919633024,27.0
MN,05,H4MN05071,"Daggett, Doug",23.97,2.07793974719766,23.0
LA,06,H6LA07081,"Bell, Robert Lamar ""Bob""",2.0,0.18158601660386411,46.0
AL,06,H4AL06098,"Palmer, Gary",76.18,91.85802650785153,87.0
NJ,07,H4NJ07099,"Kovach, Janice ",38.77,9.840590516616937,34.0
CA,25,H4CA25123,"Knight, Steve",53.34,22.667537405406357,29.0
TX,31,H2TX31044,"Carter, John",64.05,90.16423728628212,57.0
TX,02,H4TX02108,"Poe, Ted",67.95,100.0,61.0
CA,23,H4CA23151,"Garcia, Raul",25.16,0.16518234589501263,30.0
CA,12,H0CA08069,"Dennis, John",16.75,28.24558176259904,12.0
IL,03,H4IL03077,"Lipinski, Daniel William ",64.56,93.96206064762919,57.0
PA,13,H4PA13199,"Boyle, Brendan F.",67.12,74.67882437823492,62.0
CA,06,H2CA06291,"McCray, Joseph, Sr.",27.31,0.4515488086960784,25.0
IA,02,H8IA02043,"Miller-Meeks, Mariannette ",47.36,46.828288731550586,35.0
VA,10,H4VA10089,"Comstock, Barbara J.",56.49,53.17610177748382,42.0
FL,17,H2FL00300,"Bronson, Will",36.76,8.33317748878226,37.0
TX,14,H2TX14149,"Weber, Randy",61.85,96.86824024560315,65.0
TX,24,H4TX24094,"Marchant, Kenny E.",65.04,97.45313018863965,57.0
PA,04,H4PA00048,"Thompson, Linda Deliah",25.46,2.3207760152678882,32.0
IL,10,H0IL10302,"Dold, Robert",51.3,43.71333638360379,40.0
MO,02,H2MO02102,"Wagner, Ann",64.12,99.73832533418457,65.0
SD,00,H4SD00049,"Robinson, Corinna",33.47,7.864878745337919,35.0
PA,06,H0PA06076,"Costello, Ryan",56.29,57.31506719263802,47.0
FL,10,H0FL08208,"Webster, Daniel ",61.54,98.02786324679352,53.0
CA,07,H8CA03105,"Ose, Doug",49.6,31.325429298860787,48.0
CT,01,H2CT01189,"Corey, Matthew M.",36.08,2.420950011077804,33.0
NC,03,H2NC01081,"Jones, Walter",67.81,94.33200169109374,60.0
CA,32,H4CA32103,"Alas, Arturo Enrique",40.34,44.027080027359425,32.0
UT,04,H4UT04011,"Owens, Doug",45.81,13.998922792406882,36.0
CA,41,H4CA41120,"Adams, Steve",43.36,18.703828262139908,36.0
WA,04,H4WA04088,"Didier, Clint",49.19,44.55140385501888,32.0
CA,53,H0CA49055,"Davis, Susan A.",58.84,78.59956641254644,67.0
CA,48,H4CA48042,"Savary, Suzanne Joyce",35.88,9.162271434748483,31.0
CA,25,H2CA26109,"Strickland, Tony",46.66,77.33246259459364,29.0
OH,09,H2OH09031,"Kaptur, Marcy",67.74,100.0,62.0
OH,12,H0OH12062,"Tiberi, Pat",68.11,99.49344699420274,61.0
NH,02,H0NH02181,"Kuster, Ann McLane",54.87,75.2356538691876,44.0
UT,01,H2UT01094,"Bishop, Rob",64.78,41.08686721802165,79.0
NM,02,H4NM02072,"Lara, Roxanne ""Rocky""",35.53,40.113427784829575,39.0
NY,15,H0NY18065,"Serrano, Jose E.",97.07000000000001,100.0,82.0
CA,27,H0CA32101,"Chu, Judy",59.36,83.32201117581559,61.0
GA,11,H4GA11061,"Loudermilk, Barry D.",100.0,100.0,71.0
PA,06,H0PA06084,"Trivedi, Manan",43.71,42.68493280736198,40.0
PA,18,H2PA18143,"Murphy, Tim",100.0,100.0,72.0
IL,17,H0IL17059,"Schilling, Bobby",44.53,30.302173101237017,34.0
TX,09,H4TX09095,"Green, Al",90.82,100.0,60.0
IN,06,H0IN02125,"Messer, Luke",65.9,99.76405310046023,70.0
LA,04,H8LA04225,"Fleming, John",73.43,100.0,43.0
OR,02,H4OR02178,"Christofferson, Aelea ",25.67,6.768024397360655,32.0
TX,34,H4TX34010,"Smith, Larry S.",38.57,21.634829658984305,41.0
ME,02,H4ME02234,"Poliquin, Bruce ",47.03,43.0291554039516,40.0
TX,11,H4TX19136,"Conaway, Mike",90.27,100.0,75.0
NJ,12,H4NJ12123,"Eck, Alieta",36.51,17.057586488287434,26.0
NY,25,H6NY03031,"Slaughter, Louise M.",50.16,71.85682117793762,62.0
IL,05,H0IL05096,"Quigley, Mike",63.23,82.54468068729986,62.0
TN,04,H4TN04171,"Sherrell, Lenda ",35.32,57.16720546484928,30.0
MD,01,H8MD01094,"Harris, Andy",70.42,69.54942475556815,65.0
OH,15,H8OH15076,"Stivers, Steve",66.02,93.87135430760391,54.0
WI,07,H0WI07051,"Duffy, Sean",59.28,73.22544953387859,56.0
IL,06,H6IL06117,"Roskam, Peter J. ",67.14,99.99999999999999,52.0
FL,11,H4FL11071,"Koller, Dave ",33.34,16.55670861438776,32.0
NC,07,H4NC07068,"Barfield, Jonathan, Jr.",37.11,5.5757391601508495,32.0
GA,10,H4GA10089,"Dious, Ivory Kenneth ""Ken""",33.48,3.85488853758623,30.0
KY,02,H8KY02031,"Guthrie, S. Brett",69.19,91.68307309309446,60.0
UT,02,H2UT02324,"Stewart, Chris",60.82,62.814218612952395,69.0
CO,04,H4CO04090,"Buck, Ken",64.67,94.86565516144879,52.0
CA,05,H8CA01109,"Thompson, Mike",75.73,100.0,60.0
AZ,02,H2AZ08102,"McSally, Martha ",50.01,61.26056594741396,44.0
FL,11,H0FL05139,"Nugent, Richard B. ""Rich""",66.66,83.44329138561224,63.0
MI,13,H6MI01028,"Conyers, John, Jr.",79.49,100.0,78.0
MN,06,H4MN06087,"Emmer, Tom",56.29,90.51049935725133,57.0
IN,03,H2IN03152,"Kuhnle, Justin ",26.73,0.12594115500791475,25.0
CA,45,H4CA45097,"Walters, Mimi",65.12,96.81145085035664,55.0
KS,04,H4KS04111,"Schuckman, Perry L.",33.34,0.5952477778114666,28.0
CA,23,H6CA22125,"McCarthy, Kevin",74.84,99.83481765410498,69.0
NY,02,H2NY03089,"King, Peter T.",68.31,98.60251862376428,54.0
MI,06,H6MI04113,"Upton, Fred",55.89,56.75356173820558,58.0
OR,04,H0OR04081,"Robinson, Art",37.57,50.585500347057604,41.0
PA,05,H4PA05062,"Taylor, Kerith Strano ",36.4,13.670313963256852,37.0
CO,03,H6CO03139,"Tipton, Scott R.",57.98,79.47380040214354,56.0
NY,25,H4NY29098,"Assini, Mark W.",49.71,28.143178822062378,35.0
NC,01,H4NC01046,"Butterfield, G. K.",73.38,93.61811487728433,58.0
NC,10,H4NC10104,"MacQueen, Tate",38.98,10.431664795078534,29.0
TX,04,H4TX04153,"Ratcliffe, John",100.0,100.0,80.0
IN,05,H2IN05082,"Brooks, Susan ",65.21,99.61702460344893,67.0
NY,03,H4NY03077,"Lally, Grant M.",45.18,5.658552493130708,29.0
NY,19,H4NY19115,"Eldridge, Sean S.",35.5,54.766301412162385,34.0
IL,16,H4IL00032,"Olsen, Randall Wayne ",29.38,0.9003372579385813,37.0
PA,11,H4PA11052,"Ostrowski, Andy",33.69,1.3066525455869853,36.0
NC,05,H4NC05245,"Brannon, Joshua (Josh)",38.98,1.345898883565009,29.0
OH,02,H2OH02085,"Wenstrup, Brad ",65.96,89.05086207616169,53.0
NC,12,H4NC12134,"Coakley, Vince",49.22,41.95220707967647,19.0
WI,02,H2WI02124,"Pocan, Mark",68.4,95.13315228649043,66.0
CA,32,H8CA34068,"Napolitano, Grace F.",59.66,55.97291997264056,64.0
FL,08,H4FL08085,"Rothblatt, Gabriel",34.14,13.554742772562895,28.0
RI,02,H0RI02139,"Langevin, James R.",62.22,97.03250136308029,53.0
NY,22,H8NY24066,"Hanna, Richard L.",98.43,100.0,66.0
IN,09,H4IN09072,"Bailey, Bill",33.88,5.183317058182046,30.0
NV,03,H4NV03084,"Bilbray, Erin",36.13,36.803655072174365,32.0
SD,00,H0SD00054,"Noem, Kristi",66.53,92.13512125466208,51.0
OH,13,H2OH17109,"Ryan, Tim",68.49,100.0,58.0
TX,23,H0TX23086,"Hurd, Will",49.78,44.1625029320316,41.0
OK,05,H4OK05124,"McAffrey, Al",36.32,20.88782996936767,32.0
CA,02,H4CA02098,"Mensing, Dale K.",25.01,0.694785520972922,22.0
OR,01,H2OR01133,"Bonamici, Suzanne ",57.31,96.16782692808736,57.0
UT,01,H2UT01235,"McAleer, Donna",28.01,58.711125505455875,18.0
NY,26,H4NY27076,"Higgins, Brian",68.15,91.27685734726047,59.0
NC,13,H4NC13033,"Cleary, Brenda",42.69,7.167868045536429,31.0
NJ,01,H4NJ01092,"Cobb, Garry W.",78.94,6.557144110845482,32.0
NY,19,H0NY20095,"Gibson, Christopher P.",64.46000000000001,45.23369858783761,53.0
IL,17,H2IL17071,"Bustos, Cheri ",55.46,69.67884036348597,49.0
MI,09,H4MI09075,"Brikho, George",36.09,9.362757956965936,35.0
PA,16,H4PA16085,"Houghton, Tom",42.28,35.37987807818936,39.0
IL,16,H0IL11052,"Kinzinger, Adam ",70.62,99.09966274206141,57.0
MT,00,H4MT00068,"Lewis, John ",40.41,24.90323873517956,41.0
PA,09,H2PA09035,"Shuster, Bill",63.52,98.8669496220495,69.0
FL,01,H8FL01099,"Bryan, Jim",23.36,2.5005544203577523,22.0
WI,01,H8WI01024,"Ryan, Paul",63.27,88.91626900668354,59.0
AL,02,H4AL02071,"Wright, Erick",32.56,1.4486850740982662,20.0
TN,04,H0TN04195,"DesJarlais, Scott",58.32,42.83279453515072,58.0
VA,05,H4VA05048,"Gaughan, W. Lawrence",35.85,12.352508633240799,38.0
AL,07,H0AL07086,"Sewell, Terri A.",98.37,100.0,64.0
OH,14,H4OH14102,"Wager, Michael ",33.02,42.436729122042706,36.0
NY,04,H4NY04091,"Blakeman, Bruce A.",47.11,18.99130833076746,36.0
MS,01,H0MS01043,"Nunnelee, Alan",67.91,93.97335553689973,57.0
WA,05,H4WA05077,"Rodgers, Cathy McMorris",60.68,87.78120501903231,64.0
MI,05,H2MI05119,"Kildee, Daniel T.",66.71,100.0,57.0
GA,06,H2GA06107,"Montigel, Robert G.",33.96,0.2731724060448108,38.0
MD,07,H6MD07160,"Cummings, Elijah",69.94,100.0,65.0
CA,33,H4CA33135,"Carr, Elan",40.81,47.50468854597513,33.0
OH,15,H2OH15095,"Wharton, Scott",33.98,6.128645692396091,31.0
FL,02,H4FL02062,"Graham, Gwen",50.48,66.70461608686499,43.0
FL,15,H4FL15155,"Cohn, Alan M.",39.72,51.605286159982384,33.0
FL,07,H2FL08055,"Mica, John  ",63.6,92.58239878836297,55.0
FL,13,H4FL13101,"Jolly, David W.",75.22,96.90744353702542,65.0
CO,05,H6CO05159,"Lamborn, Doug",59.8,18.32338075486442,63.0
IL,15,H2IL20042,"Shimkus, John M.",74.92,95.57343183924186,53.0
UT,03,H4UT03153,"Wonnacott, Brian",22.48,0.3681260060960439,18.0
KY,06,H0KY06104,"Barr, Andy",59.99,69.25720893845757,49.0
LA,02,H8LA02054,"Richmond, Cedric",68.69,97.51009494116246,48.0
NE,03,H2NE03023,"Sullivan, Mark ",24.61,11.476272944993156,22.0
AL,03,H2AL03032,"Rogers, Mike",66.12,99.58548132142317,66.0
MN,04,H4MN04116,"Wahlgren, Sharna",32.9,7.460127836084183,32.0
WI,06,H4WI06071,"Harris, Mark L.",40.87,18.85572844275513,33.0
AR,02,H4AR02133,"Hays, Patrick Henry",43.6,40.48501951479322,40.0
VA,02,H4VA02052,"Patrick, Suzanne D.",41.13,44.939433430965934,38.0
CA,15,H2CA15094,"Swalwell, Eric",69.81,98.7681747606994,64.0
NY,21,H4NY21103,"Woolf, Aaron G.",33.81,43.49177609170135,40.0
NY,24,H4NY24073,"Katko, John M.",59.47,39.095271220420805,41.0
OH,06,H0OH06189,"Johnson, Bill",58.23,81.13450105243138,50.0
CA,07,H0CA03078,"Bera, Ami",50.4,68.67457070113922,42.0
OK,04,H2OK04055,"Cole, Tom",70.8,100.0,64.0
OH,04,H4OH04046,"Garrett, Janet",32.33,6.538725308819543,33.0
SC,01,H4SC01073,"Sanford, Mark",93.41,100.0,61.0
CA,12,H8CA05035,"Pelosi, Nancy",83.25,71.75441823740097,85.0
WA,04,H4WA04104,"Newhouse, Dan",50.81,55.44859614498113,32.0
VA,11,H4VA11087,"Scholte, Suzanne K.",40.36,19.170824184156626,30.0
NY,14,H8NY07046,"Crowley, Joseph",88.02000000000001,100.0,50.0
MN,08,H2MN08111,"Nolan, Rick",48.51,46.40207270873935,47.0
FL,05,H2FL03056,"Brown, Corrine ",65.47,100.0,60.0
CO,03,H4CO00023,"Tapia, Abel J.",35.7,19.466087782294625,36.0
MO,03,H8MO09153,"Luetkemeyer, Blaine",68.33,100.0,62.0
MN,07,H4MN07077,"Westrom, Torrey",45.66,65.75182929100816,44.0
KY,05,H6KY05111,"Stepp, Kenneth S. ",21.75,0.8684350288366334,23.0
PA,10,H4PA10054,"Brion, Scott F.",24.81,18.75817697688166,32.0
TX,27,H0TX27061,"Farenthold, Blake",63.6,75.38796254625804,56.0
CO,05,H4CO05055,"Halter, Irv",40.2,81.67661924513557,33.0
NV,01,H4NV01153,"Teijeiro, Annette",37.87,9.173793746044206,37.0
FL,06,H4FL06022,"Cox, David",37.46,3.484858809238393,36.0
FL,16,H4FL16146,"Lawrence, Henry ",38.38,3.27053180954383,39.0
WI,05,H8WI09050,"Sensenbrenner, F. James., Jr.",69.45,96.66140969350562,59.0
MO,06,H2MO06202,"Hedge, W.A. (Bill)",29.5,16.242933217048655,29.0
NY,27,H8NY29032,"Collins, Chris",71.05,97.02665811054796,61.0
LA,05,H4LA05239,"Brown, Harris",4.13,13.34119534438838,41.0
AR,02,H4AR02141,"Hill, French ",51.86,59.51498048520678,41.0
NJ,03,H4NJ03106,"Belgard, Aimee",44.35,76.09109904420036,41.0
FL,09,H4FL09083,"Platt, Carol ",43.11,11.77335177330583,37.0
CA,47,H2CA00104,"Lowenthal, Alan",55.99,99.11575564242847,61.0
CA,43,H4CA23011,"Waters, Maxine",70.96,97.46238058954343,73.0
NY,21,H4NY21079,"Stefanik, Elise M.",55.09,54.69965594528942,45.0
CA,43,H4CA43084,"Wood, John, Jr.",29.04,2.53761941045656,22.0
MA,08,H2MA09072,"Lynch, Stephen F. ",98.67,100.0,77.0
OH,08,H4OH08070,"Poetter, Tom",27.36,3.366574539002967,25.0
MI,07,H4MI07103,"Walberg, Tim",53.45,50.96891453924198,48.0
VA,01,H8VA01147,"Wittman, Robert J. ""Rob"" ",62.9,88.16543570738838,58.0
MN,01,H0MN01045,"Hagedorn, Jim",45.67,16.662436408737527,36.0
OH,11,H8OH11141,"Fudge, Marcia L.",79.45,100.0,58.0
TN,08,H4TN08081,"Matheny, Dana",0.0,0.21934394476151198,67.0
CA,27,H2CA27198,"Orswell, Jack",40.64,16.67798882418442,34.0
PA,01,H4PA01103,"Rath, Megan",17.16,9.884298701210035,15.0
IA,04,H2IA05072,"King, Steve ",61.62,44.82458069705063,49.0
GA,13,H2GA13012,"Scott, David Albert",100.0,100.0,72.0
MI,08,H4MI05149,"Schertzing, Eric",42.06,43.14744732961767,38.0
OR,03,H4OR03101,"Buchal, James",19.61,2.0793504514214427,26.0
CA,24,H8CA22089,"Capps, Lois",51.93,82.958899826337,45.0
PA,12,H4PA12043,"McClelland, Erin",40.72,16.34921334617821,35.0
CA,04,H4CA04102,"Moore, Arthur ""Art""",39.95,10.256858584302785,48.0
IN,01,H4IN01012,"Visclosky, Peter J.",60.85,97.69616039939625,65.0
IA,01,H4IA01069,"Murphy, Pat",48.79,57.896988205286696,47.0
AZ,02,H2AZ08094,"Barber, Ron",49.94,38.739434052586034,45.0
TX,07,H2TX07036,"Cargas, James",34.55,12.86609459896965,33.0
CA,24,H2CA23114,"Mitchum, Chris",48.07,17.04110017366299,43.0
NY,01,H8NY01148,"Zeldin, Lee M.",54.4,45.31803753418388,45.0
CA,06,H6CA05195,"Matsui, Doris",72.69,99.54845119130393,70.0
FL,16,H6FL13148,"Buchanan, Vern",61.54,96.72946819045617,59.0
GA,09,H2GA09150,"Collins, Douglas Allen ""Doug""",80.67,96.7583706431058,74.0
CO,06,H8CO06138,"Coffman, Mike",51.9,38.024522818261744,43.0
TN,06,H0TN06257,"Black, Diane",71.09,100.0,67.0
NH,01,H0NH01217,"Guinta, Frank C.",51.71,38.24123461629331,44.0
CA,38,H2CA39078,"Sanchez, Linda T.",59.09,98.18948437783031,59.0
WA,07,H4WA07073,"Keller, Craig ",19.03,3.604381551337176,23.0
RI,01,H0RI01073,"Cicilline, David N.",59.49,98.34386013925332,50.0
VA,10,H4VA10071,"Foust, John W.",40.36,46.58675373641211,40.0
NJ,05,H4NJ05135,"Cho, Roy",43.3,51.47219937190416,40.0
IN,01,H8IN01096,"Leyva, Mark ",35.84,2.3038396006037463,29.0
TX,30,H2TX00015,"Johnson, Eddie Bernice",87.95,100.0,55.0
WI,08,H4WI08077,"Gruett, Ron",34.94,1.8481131752245432,34.0
MD,08,H2MD08126,"Van Hollen, Chris ",60.74,99.34118765197428,58.0
MO,05,H6MO05189,"Turk, Jacob ",44.96,35.705610165427345,28.0
AR,04,H4AR04063,"Witt, James Lee",42.57,53.807545445488884,33.0
IL,18,H8IL18043,"Schock, Aaron ",74.72,97.84853760418872,55.0
WI,03,H4WI03136,"Van Doren, Ken",0.05,2.3955973450678902,34.0
TX,32,H4TX32030,"Perez, Frank",35.44,0.24950427745247306,40.0
NJ,12,H4NJ12149,"Coleman, Bonnie Watson",60.95,82.94241351171256,57.0
PA,17,H4PA17125,"Moylan, David J.",43.24,4.802339297883702,39.0
MS,03,H8MS03067,"Harper, Gregg",68.89,100.0,58.0
MI,03,H0MI03126,"Amash, Justin",57.91,96.6514497168273,54.0
OR,01,H4OR01113,"Yates, Jason",34.47,3.8321730719126363,35.0
FL,06,H2FL00292,"DeSantis, Ron",62.54,96.51514119076161,60.0
IL,05,H6IL05150,"Kolber, Vince",30.62,15.476272557600966,29.0
NY,11,H0NY13074,"Grimm, Michael G.",54.849999999999994,32.268517646813336,42.0
NY,06,H2NY06116,"Meng, Grace",98.92999999999999,100.0,67.0
FL,24,H0FL17068,"Wilson, Frederica S.",86.18,99.74689951910909,78.0
IN,04,H0IN04170,"Rokita, Todd",66.87,95.37921080366975,72.0
MN,08,H4MN08083,"Mills, Stewart",47.11,53.597927291260646,42.0
MS,04,H0MS04120,"Palazzo, Steven McCarty",69.92,97.97427025595806,66.0
NM,01,H4NM01116,"Frese, Michael H.",41.41,21.559751579223693,37.0
LA,06,H4LA06153,"Graves, Garret",27.36,43.1888915470608,46.0
DE,00,H0DE01017,"Carney, John C., Jr.",59.26,97.361677601567,56.0
UT,04,H2UT04023,"Love, Mia B.",50.92,86.00107720759311,54.0
TN,09,H0TN09061,"Bergmann, Charlotte",23.31,14.09909549201245,26.0
UT,02,H4UT02197,"Robles, Luz",32.55,33.331329667626925,26.0
AZ,05,H4AZ05088,"Woods, James",30.42,9.603586155867646,29.0
AZ,03,H2AZ07146,"Saucedo Mercer, Gabby",44.23,20.872295047295605,40.0
SC,05,H0SC05031,"Mulvaney, Mick ",58.85,92.11390158447462,58.0
NJ,07,H6NJ12136,"Lance, Leonard",59.25,90.15940948338306,58.0
MN,02,H2MN02122,"Obermueller, Mike",38.87,34.99977073499126,34.0
NJ,11,H2NJ05014,"Frelinghuysen, Rodney P.",62.57,85.07637249260827,52.0
WV,03,H4WV03070,"Jenkins, Evan",55.35,55.53635432256478,50.0
LA,05,H0LA08017,"Holloway, Clyde C.",7.46,10.964212242335424,41.0
IL,12,H4IL12060,"Bost, Mike",52.46,47.222248187805874,45.0
NV,04,H2NV04011,"Horsford, Steven A.",45.76,69.70620420429466,45.0
TX,16,H2TX16185,"O'Rourke, Beto",67.49,100.0,51.0
AL,01,H4AL01156,"LeFlore, Burton R.",31.71,3.53108231143378,23.0
TX,21,H6TX21012,"Smith, Lamar",71.78,100.0,63.0
ME,02,H4ME02200,"Cain, Emily Ann",41.83,56.69989901423731,42.0
TX,14,H4TX14079,"Brown, Donald G.",36.06,3.04093019333063,31.0
MO,08,H4MO08212,"Stocker, Barbara",24.32,3.6776380315788257,25.0
WA,06,H2WA06129,"Kilmer, Derek ",62.98,98.26810160113396,68.0
RI,01,H4RI01125,"Lynch, Cormick Brendan",40.23,1.656139860746681,31.0
TX,26,H2TX26093,"Burgess, Michael",82.66,100.0,52.0
TN,08,H2TN08119,"Bradley, Wes",24.59,0.011364971231166424,24.0
NV,02,H2NV02395,"Amodei, Mark E.",65.73,97.52994704438282,62.0
TX,25,H8TX20127,"Montoya, Marco",36.24,1.2325042562869262,36.0
NC,06,H4NC06086,"Fjeld, Laura",41.33,55.45112569709367,38.0
LA,02,H2LA02107,"Landrieu, Gary",17.06,1.6314392146995254,48.0
CA,09,H0CA11337,"Amador, Antonio C. ""Tony""",47.63,7.216445867184455,38.0
IL,07,H4IL07037,"Davis, Danny K.",85.1,100.0,75.0
SC,06,H2SC02042,"Clyburn, James E. ""Jim"" ",72.51,100.0,54.0
WA,10,H4WA10010,"McDonald, Joyce",45.3,7.61217723405714,29.0
NC,07,H2NC07096,"Rouzer, David",59.35,92.8995214768818,54.0
NE,01,H4NE01163,"Crawford, Dennis P.",31.18,9.178279094066621,35.0
IL,11,H8IL14067,"Foster, Bill ",53.46,80.36042974064793,46.0
AK,00,H6AK00045,"Young, Don",50.97,66.4419537185717,43.0
VA,07,H4VA07143,"Brat, Dave A.",61.68,71.16003433596529,55.0
MN,05,H6MN05183,"Ellison, Keith",70.79,97.92206025280234,74.0
KY,02,H4KY02089,"Leach, Ron",30.81,8.316926906905522,26.0
PA,03,H4PA03109,"Lavallee, Dan",39.37,36.28437510948661,34.0
LA,05,H4LA05080,"Mayo, ""Jamie""",28.22,7.473185228622691,24.0
OK,05,H4OK05132,"Russell, Steve",60.1,79.11217003063233,57.0
MI,14,H2MI14111,"Lawrence, Brenda",77.79,100.0,69.0
FL,22,H4FL22110,"Spain, Paul",41.97,2.237278360141463,38.0
IN,08,H0IN08114,"Bucshon, Larry D.",60.32,96.97658425084886,72.0
GA,04,H6GA04129,"Johnson, Henry C. ""Hank,"" Jr.",99.93,100.0,75.0
WI,08,H0WI08075,"Ribble, Reid J.",65.01,98.15188682477546,54.0
CA,42,H2CA37023,"Calvert, Ken",65.74,89.67517819691545,55.0
CA,35,H4CA35031,"Torres, Norma J.",63.45,68.67053078497241,27.0
GA,10,H0GA07125,"Hice, Jody B.",66.52,96.14511146241377,51.0
WI,07,H4WI07095,"Westlund, Kelly ",39.41,26.774550466121408,33.0
IN,08,H4IN08207,"Spangler, Tom ",35.83,2.4744014830860417,23.0
WI,04,H0WI04090,"Sebring, Dan",26.87,5.702385906671333,23.0
OH,05,H8OH05036,"Latta, Bob",66.46,94.67174601130091,56.0
FL,18,H2FL22072,"Murphy, Patrick ",59.78,92.33534542929561,54.0
FL,15,H0FL12101,"Ross, Dennis A.",60.28,48.39471384001762,53.0
WI,03,H4WI03144,"Kurtz, Tony",43.44,27.8013065835,34.0
NY,01,H2NY01067,"Bishop, Timothy H.",45.540000000000006,54.68196246581613,40.0
WI,01,H2WI01084,"Zerban, Rob",36.63,11.08373099331647,35.0
GA,14,H0GA09030,"Graves, John Thomas ""Tom""",100.0,100.0,67.0
MI,07,H4MI07178,"Byrnes, Pam",41.17,48.87250479297482,37.0
CA,21,H2CA20094,"Valadao, David",57.83,52.91752728967195,30.0
RI,02,H4RI02107,"Reis, Rhue R.",37.58,2.967498636919724,27.0
PA,08,H4PA08074,"Fitzpatrick, Michael G.",61.9,63.7247506371983,58.0
PA,16,H6PA16197,"Pitts, Joseph R.",57.72,64.62012192181065,59.0
IL,09,H8IL09067,"Schakowsky, Janice D.",66.06,100.0,64.0
TX,35,H4TX10028,"Doggett, Lloyd",62.48,75.7504603726032,65.0
NV,01,H8NV03036,"Titus, Dina",56.84,90.82620625395579,52.0
FL,07,H4FL07087,"Neuman, Wes",32.14,3.816722034800835,37.0
MO,07,H0MO07113,"Long, Billy",63.46,90.87315869682413,74.0
CT,01,H8CT01046,"Larson, John B.",62.34,97.57904998892218,62.0
VA,05,H0VA05095,"Hurt, Robert",60.86,87.27124380491382,48.0
PA,14,H4PA18131,"Doyle, Mike",100.0,100.0,74.0
MD,01,H4MD01101,"Tilghman, Bill",29.49,30.450575244431835,26.0
SC,07,H2SC07066,"Rice, Tom ",59.95,100.0,47.0
KS,01,H4KS01075,"Sherow, James E.",32.03,21.63483087647331,24.0
NJ,09,H4NJ09111,"Paul, Dierdre G.",30.09,1.4750188542532134,28.0
FL,26,H4FL26038,"Curbelo, Carlos ",51.46,40.24579262657514,47.0
GA,09,H4GA09057,"Vogel, David Donald",19.33,3.2416293568942005,19.0
IL,12,H2IL12122,"Enyart, William L. ""Bill"" ",41.89,52.43750740078834,45.0
CA,49,H0CA48024,"Issa, Darrell",60.17,96.01062331452502,56.0
HI,01,H4HI01134,"Takai, Mark",51.93,58.04228301932668,50.0
NJ,01,H4NJ01084,"Norcross, Donald W.",57.53,93.44285588915453,57.0
OR,05,H4OR05239,"Smith, Tootie ",39.25,7.167024418421047,37.0
TX,17,H0TX17104,"Flores, Bill",64.58,100.0,62.0
NE,02,H8NE02139,"Terry, Lee",45.57,52.98351491157304,48.0
IA,03,H4IA03065,"Appel, Staci",42.23,62.66200727666394,40.0
